웹툰명,회차,이미지_개수
WEDNESDAY_조조코믹스,bundle_03,10
WEDNESDAY_조조코믹스,bundle_04,10
WEDNESDAY_조조코믹스,bundle_05,10
WEDNESDAY_좀비상조,bundle_01,22
WEDNESDAY_좀비상조,bundle_02,36
WEDNESDAY_좀비상조,bundle_03,34
WEDNESDAY_좀비상조,bundle_04,30
WEDNESDAY_좀비상조,bundle_05,26
WEDNESDAY_줄리에게,bundle_01,23
WEDNESDAY_줄리에게,bundle_02,23
WEDNESDAY_줄리에게,bundle_03,18
WEDNESDAY_줄리에게,bundle_04,25
WEDNESDAY_줄리에게,bundle_05,19
WEDNESDAY_짝사랑은 결혼으로 끝나지 않는다,bundle_01,20
WEDNESDAY_짝사랑은 결혼으로 끝나지 않는다,bundle_02,20
WEDNESDAY_짝사랑은 결혼으로 끝나지 않는다,bundle_03,18
WEDNESDAY_짝사랑은 결혼으로 끝나지 않는다,bundle_04,16
WEDNESDAY_짝사랑은 결혼으로 끝나지 않는다,bundle_05,15
WEDNESDAY_칼부림,bundle_01,10
WEDNESDAY_칼부림,bundle_02,10
WEDNESDAY_칼부림,bundle_03,10
WEDNESDAY_칼부림,bundle_04,10
WEDNESDAY_칼부림,bundle_05,10
WEDNESDAY_캐슬2_만인지상,bundle_01,23
WEDNESDAY_캐슬2_만인지상,bundle_02,26
WEDNESDAY_캐슬2_만인지상,bundle_03,27
WEDNESDAY_캐슬2_만인지상,bundle_04,28
WEDNESDAY_캐슬2_만인지상,bundle_05,26
WEDNESDAY_흔한 빙의물인 줄 알았다,bundle_01,20
WEDNESDAY_흔한 빙의물인 줄 알았다,bundle_02,16
WEDNESDAY_흔한 빙의물인 줄 알았다,bundle_03,15
WEDNESDAY_흔한 빙의물인 줄 알았다,bundle_04,13
WEDNESDAY_흔한 빙의물인 줄 알았다,bundle_05,16
